"exec","age_group","sex","comorbidity","covid","binary_patient_type","death","count","obesity","diabetes","hyperten","ckd","cardio","copd","asthma","immuno","hiv"
16,"[ 18 , 24 ]","M",1,1,"H",0,95,35,18,25,23,28,6,8,36,10
17,"[ 18 , 24 ]","M",0,0,"A",34,198048,0,0,0,0,0,0,0,0,0
17,"[ 18 , 24 ]","M",1,0,"A",17,10042,4172,601,914,372,343,170,3519,465,356
17,"[ 18 , 24 ]","M",0,1,"A",25,102879,0,0,0,0,0,0,0,0,0
17,"[ 18 , 24 ]","M",1,1,"A",8,6967,3181,391,702,176,338,114,2445,221,280
17,"[ 18 , 24 ]","M",0,0,"H",0,1563,0,0,0,0,0,0,0,0,0
17,"[ 18 , 24 ]","M",1,0,"H",0,302,56,51,55,80,64,3,33,127,26
17,"[ 18 , 24 ]","M",0,1,"H",0,442,0,0,0,0,0,0,0,0,0
17,"[ 18 , 24 ]","M",1,1,"H",0,100,33,17,31,22,28,3,11,30,6
18,"[ 18 , 24 ]","M",0,0,"A",15,198508,0,0,0,0,0,0,0,0,0
18,"[ 18 , 24 ]","M",1,0,"A",12,9990,4224,652,850,340,313,135,3511,414,369
18,"[ 18 , 24 ]","M",0,1,"A",16,102544,0,0,0,0,0,0,0,0,0
18,"[ 18 , 24 ]","M",1,1,"A",6,6962,3195,397,662,158,330,96,2428,215,308
18,"[ 18 , 24 ]","M",0,0,"H",0,1519,0,0,0,0,0,0,0,0,0
18,"[ 18 , 24 ]","M",1,0,"H",0,262,60,35,48,60,51,3,16,112,18
18,"[ 18 , 24 ]","M",0,1,"H",0,455,0,0,0,0,0,0,0,0,0
18,"[ 18 , 24 ]","M",1,1,"H",0,103,31,16,14,14,35,2,10,28,9
19,"[ 18 , 24 ]","M",0,0,"A",12,197854,0,0,0,0,0,0,0,0,0
19,"[ 18 , 24 ]","M",1,0,"A",9,10107,4275,640,871,355,345,148,3556,446,372
19,"[ 18 , 24 ]","M",0,1,"A",18,102976,0,0,0,0,0,0,0,0,0
19,"[ 18 , 24 ]","M",1,1,"A",9,6981,3265,387,634,174,350,99,2381,219,272
19,"[ 18 , 24 ]","M",0,0,"H",0,1546,0,0,0,0,0,0,0,0,0
19,"[ 18 , 24 ]","M",1,0,"H",0,332,66,66,55,70,51,0,24,144,18
19,"[ 18 , 24 ]","M",0,1,"H",0,440,0,0,0,0,0,0,0,0,0
19,"[ 18 , 24 ]","M",1,1,"H",0,107,41,22,23,24,24,6,16,41,9
20,"[ 18 , 24 ]","M",0,0,"A",26,198411,0,0,0,0,0,0,0,0,0
20,"[ 18 , 24 ]","M",1,0,"A",14,10033,4197,654,895,368,359,142,3532,438,398
20,"[ 18 , 24 ]","M",0,1,"A",22,102534,0,0,0,0,0,0,0,0,0
20,"[ 18 , 24 ]","M",1,1,"A",4,6967,3310,366,638,182,346,106,2377,191,257
20,"[ 18 , 24 ]","M",0,0,"H",0,1623,0,0,0,0,0,0,0,0,0
20,"[ 18 , 24 ]","M",1,0,"H",0,281,62,53,49,79,44,3,30,111,13
20,"[ 18 , 24 ]","M",0,1,"H",0,400,0,0,0,0,0,0,0,0,0
20,"[ 18 , 24 ]","M",1,1,"H",0,94,34,19,16,21,15,2,9,33,8
1,"[ 25 , 29 ]","F",0,0,"A",3,236386,0,0,0,0,0,0,0,0,0
1,"[ 25 , 29 ]","F",1,0,"A",0,18114,8788,1737,1999,446,601,180,5401,552,197
1,"[ 25 , 29 ]","F",0,1,"A",3,137811,0,0,0,0,0,0,0,0,0
1,"[ 25 , 29 ]","F",1,1,"A",0,13609,7745,1079,1413,285,426,141,3580,401,173
1,"[ 25 , 29 ]","F",0,0,"H",19,1776,0,0,0,0,0,0,0,0,0
1,"[ 25 , 29 ]","F",1,0,"H",3,301,94,103,73,52,26,5,58,48,4
1,"[ 25 , 29 ]","F",0,1,"H",20,857,0,0,0,0,0,0,0,0,0
1,"[ 25 , 29 ]","F",1,1,"H",8,182,77,54,55,34,27,10,50,34,15
2,"[ 25 , 29 ]","F",0,0,"A",0,236412,0,0,0,0,0,0,0,0,0
2,"[ 25 , 29 ]","F",1,0,"A",0,17964,8750,1699,2037,457,629,184,5282,524,189
2,"[ 25 , 29 ]","F",0,1,"A",2,137961,0,0,0,0,0,0,0,0,0
2,"[ 25 , 29 ]","F",1,1,"A",0,13520,7729,1072,1431,295,387,122,3583,347,163
2,"[ 25 , 29 ]","F",0,0,"H",13,1819,0,0,0,0,0,0,0,0,0
2,"[ 25 , 29 ]","F",1,0,"H",2,316,102,110,72,44,16,9,67,49,9
2,"[ 25 , 29 ]","F",0,1,"H",21,868,0,0,0,0,0,0,0,0,0
2,"[ 25 , 29 ]","F",1,1,"H",6,176,92,55,36,26,12,7,27,27,11
3,"[ 25 , 29 ]","F",0,0,"A",0,236207,0,0,0,0,0,0,0,0,0
3,"[ 25 , 29 ]","F",1,0,"A",0,17963,8888,1735,1929,445,593,179,5364,551,178
3,"[ 25 , 29 ]","F",0,1,"A",2,138049,0,0,0,0,0,0,0,0,0
3,"[ 25 , 29 ]","F",1,1,"A",0,13560,7734,1062,1386,317,422,126,3560,404,165
3,"[ 25 , 29 ]","F",0,0,"H",15,1892,0,0,0,0,0,0,0,0,0
3,"[ 25 , 29 ]","F",1,0,"H",4,270,102,92,38,26,17,3,50,32,7
3,"[ 25 , 29 ]","F",0,1,"H",22,890,0,0,0,0,0,0,0,0,0
3,"[ 25 , 29 ]","F",1,1,"H",5,205,86,71,50,31,18,12,48,36,15
4,"[ 25 , 29 ]","F",0,0,"A",1,237041,0,0,0,0,0,0,0,0,0
4,"[ 25 , 29 ]","F",1,0,"A",0,18170,8813,1730,1967,464,634,174,5496,538,187
4,"[ 25 , 29 ]","F",0,1,"A",0,137243,0,0,0,0,0,0,0,0,0
4,"[ 25 , 29 ]","F",1,1,"A",0,13420,7684,1071,1379,275,447,118,3523,381,166
4,"[ 25 , 29 ]","F",0,0,"H",12,1768,0,0,0,0,0,0,0,0,0
4,"[ 25 , 29 ]","F",1,0,"H",2,301,93,110,73,48,21,8,56,36,8
4,"[ 25 , 29 ]","F",0,1,"H",27,929,0,0,0,0,0,0,0,0,0
4,"[ 25 , 29 ]","F",1,1,"H",11,164,81,51,48,33,24,11,33,30,15
5,"[ 25 , 29 ]","F",0,0,"A",2,236471,0,0,0,0,0,0,0,0,0
5,"[ 25 , 29 ]","F",1,0,"A",0,17855,8754,1681,1898,453,620,178,5335,528,196
5,"[ 25 , 29 ]","F",0,1,"A",0,138184,0,0,0,0,0,0,0,0,0
5,"[ 25 , 29 ]","F",1,1,"A",0,13331,7534,1062,1356,283,438,108,3471,368,165
5,"[ 25 , 29 ]","F",0,0,"H",8,1834,0,0,0,0,0,0,0,0,0
5,"[ 25 , 29 ]","F",1,0,"H",2,288,105,89,66,44,17,4,55,34,2
5,"[ 25 , 29 ]","F",0,1,"H",29,887,0,0,0,0,0,0,0,0,0
5,"[ 25 , 29 ]","F",1,1,"H",7,186,82,55,41,27,22,9,33,33,13
6,"[ 25 , 29 ]","F",0,0,"A",1,236765,0,0,0,0,0,0,0,0,0
6,"[ 25 , 29 ]","F",1,0,"A",1,18122,8907,1728,2001,480,619,153,5280,565,179
6,"[ 25 , 29 ]","F",0,1,"A",0,137572,0,0,0,0,0,0,0,0,0
6,"[ 25 , 29 ]","F",1,1,"A",0,13376,7557,1113,1392,312,444,121,3470,404,175
6,"[ 25 , 29 ]","F",0,0,"H",23,1852,0,0,0,0,0,0,0,0,0
6,"[ 25 , 29 ]","F",1,0,"H",2,301,110,99,69,37,16,6,67,36,5
6,"[ 25 , 29 ]","F",0,1,"H",26,869,0,0,0,0,0,0,0,0,0
6,"[ 25 , 29 ]","F",1,1,"H",7,179,80,69,48,40,23,12,41,42,19
7,"[ 25 , 29 ]","F",0,0,"A",0,236021,0,0,0,0,0,0,0,0,0
7,"[ 25 , 29 ]","F",1,0,"A",0,18081,8827,1707,2025,453,600,171,5403,523,195
7,"[ 25 , 29 ]","F",0,1,"A",1,138256,0,0,0,0,0,0,0,0,0
7,"[ 25 , 29 ]","F",1,1,"A",0,13471,7677,1081,1341,299,434,147,3556,364,171
7,"[ 25 , 29 ]","F",0,0,"H",11,1779,0,0,0,0,0,0,0,0,0
7,"[ 25 , 29 ]","F",1,0,"H",4,293,106,103,56,29,17,1,45,37,9
7,"[ 25 , 29 ]","F",0,1,"H",18,942,0,0,0,0,0,0,0,0,0
7,"[ 25 , 29 ]","F",1,1,"H",4,193,92,64,53,40,21,9,37,30,11
8,"[ 25 , 29 ]","F",0,0,"A",1,236654,0,0,0,0,0,0,0,0,0
8,"[ 25 , 29 ]","F",1,0,"A",0,17985,8917,1669,1862,434,591,165,5306,520,163
8,"[ 25 , 29 ]","F",0,1,"A",3,137709,0,0,0,0,0,0,0,0,0
8,"[ 25 , 29 ]","F",1,1,"A",0,13531,7817,1084,1306,256,431,126,3543,398,160
8,"[ 25 , 29 ]","F",0,0,"H",13,1803,0,0,0,0,0,0,0,0,0
8,"[ 25 , 29 ]","F",1,0,"H",7,278,102,88,49,47,19,8,66,38,6
8,"[ 25 , 29 ]","F",0,1,"H",11,865,0,0,0,0,0,0,0,0,0
8,"[ 25 , 29 ]","F",1,1,"H",7,211,100,66,44,27,23,4,37,29,6
9,"[ 25 , 29 ]","F",0,0,"A",0,237066,0,0,0,0,0,0,0,0,0
9,"[ 25 , 29 ]","F",1,0,"A",1,17995,8826,1633,1910,435,616,161,5347,542,209
9,"[ 25 , 29 ]","F",0,1,"A",0,137370,0,0,0,0,0,0,0,0,0
9,"[ 25 , 29 ]","F",1,1,"A",0,13390,7669,1042,1397,319,431,136,3487,387,175
9,"[ 25 , 29 ]","F",0,0,"H",27,1881,0,0,0,0,0,0,0,0,0
9,"[ 25 , 29 ]","F",1,0,"H",3,302,106,126,72,53,27,13,55,43,13
9,"[ 25 , 29 ]","F",0,1,"H",28,847,0,0,0,0,0,0,0,0,0
9,"[ 25 , 29 ]","F",1,1,"H",10,185,87,73,52,39,22,12,32,34,13
10,"[ 25 , 29 ]","F",0,0,"A",0,236317,0,0,0,0,0,0,0,0,0
10,"[ 25 , 29 ]","F",1,0,"A",0,18198,8951,1729,1958,494,614,174,5358,522,181
10,"[ 25 , 29 ]","F",0,1,"A",2,137833,0,0,0,0,0,0,0,0,0
10,"[ 25 , 29 ]","F",1,1,"A",0,13409,7641,1098,1368,286,414,151,3556,360,164
10,"[ 25 , 29 ]","F",0,0,"H",18,1875,0,0,0,0,0,0,0,0,0
10,"[ 25 , 29 ]","F",1,0,"H",4,310,108,108,66,33,18,6,71,40,8
10,"[ 25 , 29 ]","F",0,1,"H",21,888,0,0,0,0,0,0,0,0,0
10,"[ 25 , 29 ]","F",1,1,"H",10,206,83,64,58,39,22,10,44,45,16
11,"[ 25 , 29 ]","F",0,0,"A",0,236694,0,0,0,0,0,0,0,0,0
11,"[ 25 , 29 ]","F",1,0,"A",0,17983,8792,1761,1985,456,647,187,5235,544,175
11,"[ 25 , 29 ]","F",0,1,"A",0,137831,0,0,0,0,0,0,0,0,0
11,"[ 25 , 29 ]","F",1,1,"A",0,13387,7736,1040,1380,312,395,122,3485,381,174
11,"[ 25 , 29 ]","F",0,0,"H",15,1805,0,0,0,0,0,0,0,0,0
11,"[ 25 , 29 ]","F",1,0,"H",3,283,111,92,72,43,26,8,53,50,9
11,"[ 25 , 29 ]","F",0,1,"H",15,876,0,0,0,0,0,0,0,0,0
11,"[ 25 , 29 ]","F",1,1,"H",18,177,74,51,48,37,21,9,34,44,14
12,"[ 25 , 29 ]","F",0,0,"A",1,236173,0,0,0,0,0,0,0,0,0
12,"[ 25 , 29 ]","F",1,0,"A",0,17906,8764,1708,1868,445,593,203,5399,493,194
12,"[ 25 , 29 ]","F",0,1,"A",3,138222,0,0,0,0,0,0,0,0,0
12,"[ 25 , 29 ]","F",1,1,"A",0,13450,7673,1081,1400,309,430,124,3429,379,197
12,"[ 25 , 29 ]","F",0,0,"H",18,1859,0,0,0,0,0,0,0,0,0
12,"[ 25 , 29 ]","F",1,0,"H",5,313,108,96,78,52,20,7,63,45,7
12,"[ 25 , 29 ]","F",0,1,"H",25,913,0,0,0,0,0,0,0,0,0
12,"[ 25 , 29 ]","F",1,1,"H",8,200,88,75,59,35,20,11,42,34,14
13,"[ 25 , 29 ]","F",0,0,"A",1,236263,0,0,0,0,0,0,0,0,0
13,"[ 25 , 29 ]","F",1,0,"A",0,18122,8707,1837,1988,470,623,169,5356,547,175
13,"[ 25 , 29 ]","F",0,1,"A",1,137900,0,0,0,0,0,0,0,0,0
13,"[ 25 , 29 ]","F",1,1,"A",0,13596,7801,1056,1420,309,408,120,3594,371,163
13,"[ 25 , 29 ]","F",0,0,"H",23,1820,0,0,0,0,0,0,0,0,0
13,"[ 25 , 29 ]","F",1,0,"H",8,294,118,87,72,44,22,5,70,37,10
13,"[ 25 , 29 ]","F",0,1,"H",22,857,0,0,0,0,0,0,0,0,0
13,"[ 25 , 29 ]","F",1,1,"H",9,184,79,56,40,36,28,11,50,33,14
14,"[ 25 , 29 ]","F",0,0,"A",0,236703,0,0,0,0,0,0,0,0,0
14,"[ 25 , 29 ]","F",1,0,"A",0,18087,8833,1691,2008,478,633,171,5328,527,187
14,"[ 25 , 29 ]","F",0,1,"A",0,137404,0,0,0,0,0,0,0,0,0
14,"[ 25 , 29 ]","F",1,1,"A",0,13658,7771,1098,1458,320,429,133,3539,411,192
14,"[ 25 , 29 ]","F",0,0,"H",12,1810,0,0,0,0,0,0,0,0,0
14,"[ 25 , 29 ]","F",1,0,"H",3,322,122,99,73,42,27,9,66,38,8
14,"[ 25 , 29 ]","F",0,1,"H",21,851,0,0,0,0,0,0,0,0,0
14,"[ 25 , 29 ]","F",1,1,"H",6,201,89,73,44,37,21,8,33,29,14
15,"[ 25 , 29 ]","F",0,0,"A",3,236093,0,0,0,0,0,0,0,0,0
15,"[ 25 , 29 ]","F",1,0,"A",0,18068,8751,1751,2001,447,630,172,5411,516,190
15,"[ 25 , 29 ]","F",0,1,"A",5,138245,0,0,0,0,0,0,0,0,0
15,"[ 25 , 29 ]","F",1,1,"A",0,13387,7678,1090,1372,255,428,123,3565,385,154
15,"[ 25 , 29 ]","F",0,0,"H",20,1903,0,0,0,0,0,0,0,0,0
15,"[ 25 , 29 ]","F",1,0,"H",2,284,101,94,77,60,27,10,55,46,14
15,"[ 25 , 29 ]","F",0,1,"H",19,875,0,0,0,0,0,0,0,0,0
15,"[ 25 , 29 ]","F",1,1,"H",8,181,75,62,52,39,25,10,39,41,21
16,"[ 25 , 29 ]","F",0,0,"A",1,236319,0,0,0,0,0,0,0,0,0
16,"[ 25 , 29 ]","F",1,0,"A",0,17948,8803,1678,1918,475,593,152,5302,550,169
16,"[ 25 , 29 ]","F",0,1,"A",1,138095,0,0,0,0,0,0,0,0,0
16,"[ 25 , 29 ]","F",1,1,"A",0,13480,7711,1067,1370,310,446,118,3526,363,153
16,"[ 25 , 29 ]","F",0,0,"H",18,1830,0,0,0,0,0,0,0,0,0
16,"[ 25 , 29 ]","F",1,0,"H",4,325,111,117,65,52,25,5,63,45,11
16,"[ 25 , 29 ]","F",0,1,"H",21,855,0,0,0,0,0,0,0,0,0
16,"[ 25 , 29 ]","F",1,1,"H",8,184,77,71,54,36,27,7,35,30,15
17,"[ 25 , 29 ]","F",0,0,"A",1,235903,0,0,0,0,0,0,0,0,0
17,"[ 25 , 29 ]","F",1,0,"A",0,18126,8904,1749,2003,465,610,153,5345,522,196
17,"[ 25 , 29 ]","F",0,1,"A",0,138226,0,0,0,0,0,0,0,0,0
17,"[ 25 , 29 ]","F",1,1,"A",0,13569,7726,1073,1338,324,421,126,3625,409,179
17,"[ 25 , 29 ]","F",0,0,"H",18,1834,0,0,0,0,0,0,0,0,0
17,"[ 25 , 29 ]","F",1,0,"H",4,309,109,114,70,46,15,6,64,44,6
17,"[ 25 , 29 ]","F",0,1,"H",17,885,0,0,0,0,0,0,0,0,0
17,"[ 25 , 29 ]","F",1,1,"H",4,184,74,60,41,27,18,5,39,32,11
18,"[ 25 , 29 ]","F",0,0,"A",0,236541,0,0,0,0,0,0,0,0,0
18,"[ 25 , 29 ]","F",1,0,"A",0,17878,8845,1675,1957,418,586,186,5216,526,207
18,"[ 25 , 29 ]","F",0,1,"A",0,138077,0,0,0,0,0,0,0,0,0
18,"[ 25 , 29 ]","F",1,1,"A",2,13359,7654,1050,1411,297,422,117,3556,388,161
18,"[ 25 , 29 ]","F",0,0,"H",14,1809,0,0,0,0,0,0,0,0,0
18,"[ 25 , 29 ]","F",1,0,"H",1,294,100,110,62,32,14,3,58,37,4
18,"[ 25 , 29 ]","F",0,1,"H",14,871,0,0,0,0,0,0,0,0,0
18,"[ 25 , 29 ]","F",1,1,"H",8,207,94,68,53,39,30,9,41,25,10
19,"[ 25 , 29 ]","F",0,0,"A",1,236395,0,0,0,0,0,0,0,0,0
19,"[ 25 , 29 ]","F",1,0,"A",0,18008,8797,1796,1940,453,567,179,5381,523,193
19,"[ 25 , 29 ]","F",0,1,"A",4,138006,0,0,0,0,0,0,0,0,0
19,"[ 25 , 29 ]","F",1,1,"A",0,13341,7516,1055,1382,324,406,124,3553,395,148
19,"[ 25 , 29 ]","F",0,0,"H",15,1910,0,0,0,0,0,0,0,0,0
19,"[ 25 , 29 ]","F",1,0,"H",6,330,129,106,67,53,14,5,66,43,12
19,"[ 25 , 29 ]","F",0,1,"H",18,861,0,0,0,0,0,0,0,0,0
19,"[ 25 , 29 ]","F",1,1,"H",7,185,71,53,42,36,18,8,32,34,7
20,"[ 25 , 29 ]","F",0,0,"A",2,236324,0,0,0,0,0,0,0,0,0
20,"[ 25 , 29 ]","F",1,0,"A",0,18110,8908,1725,1923,409,626,169,5421,506,190
20,"[ 25 , 29 ]","F",0,1,"A",0,138214,0,0,0,0,0,0,0,0,0
20,"[ 25 , 29 ]","F",1,1,"A",1,13274,7560,1074,1339,275,403,118,3486,372,184
20,"[ 25 , 29 ]","F",0,0,"H",11,1844,0,0,0,0,0,0,0,0,0
20,"[ 25 , 29 ]","F",1,0,"H",5,262,86,98,69,42,16,4,45,38,11
20,"[ 25 , 29 ]","F",0,1,"H",25,830,0,0,0,0,0,0,0,0,0
20,"[ 25 , 29 ]","F",1,1,"H",7,178,82,46,43,29,20,3,37,33,10
1,"[ 25 , 29 ]","M",0,0,"A",2,193122,0,0,0,0,0,0,0,0,0
1,"[ 25 , 29 ]","M",1,0,"A",1,13244,6045,989,2175,503,418,133,3136,466,883
1,"[ 25 , 29 ]","M",0,1,"A",1,108502,0,0,0,0,0,0,0,0,0
1,"[ 25 , 29 ]","M",1,1,"A",0,9919,5319,665,1412,213,271,117,2248,234,744
1,"[ 25 , 29 ]","M",0,0,"H",30,1480,0,0,0,0,0,0,0,0,0
1,"[ 25 , 29 ]","M",1,0,"H",17,347,77,68,114,98,46,3,50,78,78
1,"[ 25 , 29 ]","M",0,1,"H",24,511,0,0,0,0,0,0,0,0,0
1,"[ 25 , 29 ]","M",1,1,"H",20,176,42,44,65,36,27,4,34,40,46
2,"[ 25 , 29 ]","M",0,0,"A",0,193083,0,0,0,0,0,0,0,0,0
2,"[ 25 , 29 ]","M",1,0,"A",0,13315,6155,982,2153,523,431,153,3045,449,921
2,"[ 25 , 29 ]","M",0,1,"A",1,108477,0,0,0,0,0,0,0,0,0
2,"[ 25 , 29 ]","M",1,1,"A",0,9818,5404,628,1372,207,263,133,2151,232,755
2,"[ 25 , 29 ]","M",0,0,"H",27,1500,0,0,0,0,0,0,0,0,0
2,"[ 25 , 29 ]","M",1,0,"H",18,389,91,101,133,97,61,6,60,75,75
2,"[ 25 , 29 ]","M",0,1,"H",28,575,0,0,0,0,0,0,0,0,0
2,"[ 25 , 29 ]","M",1,1,"H",28,144,51,30,47,26,18,6,22,27,46
3,"[ 25 , 29 ]","M",0,0,"A",1,193150,0,0,0,0,0,0,0,0,0
3,"[ 25 , 29 ]","M",1,0,"A",0,13327,6104,1011,2197,485,411,145,3085,436,942
3,"[ 25 , 29 ]","M",0,1,"A",4,108181,0,0,0,0,0,0,0,0,0
3,"[ 25 , 29 ]","M",1,1,"A",0,10125,5507,664,1493,239,274,113,2197,226,748
3,"[ 25 , 29 ]","M",0,0,"H",18,1496,0,0,0,0,0,0,0,0,0
3,"[ 25 , 29 ]","M",1,0,"H",13,348,74,72,120,79,48,3,58,86,91
3,"[ 25 , 29 ]","M",0,1,"H",27,515,0,0,0,0,0,0,0,0,0
3,"[ 25 , 29 ]","M",1,1,"H",28,159,40,35,57,27,15,1,24,40,37
4,"[ 25 , 29 ]","M",0,0,"A",1,193098,0,0,0,0,0,0,0,0,0
4,"[ 25 , 29 ]","M",1,0,"A",0,13271,6088,995,2173,451,407,145,3041,475,905
4,"[ 25 , 29 ]","M",0,1,"A",2,108360,0,0,0,0,0,0,0,0,0
4,"[ 25 , 29 ]","M",1,1,"A",1,10121,5447,669,1409,229,260,92,2310,256,806
4,"[ 25 , 29 ]","M",0,0,"H",16,1443,0,0,0,0,0,0,0,0,0
4,"[ 25 , 29 ]","M",1,0,"H",15,359,94,86,127,105,56,7,49,93,75
4,"[ 25 , 29 ]","M",0,1,"H",18,506,0,0,0,0,0,0,0,0,0
4,"[ 25 , 29 ]","M",1,1,"H",20,143,42,33,43,32,17,5,21,31,43
5,"[ 25 , 29 ]","M",0,0,"A",0,193382,0,0,0,0,0,0,0,0,0
5,"[ 25 , 29 ]","M",1,0,"A",0,13152,6131,981,2179,452,421,124,2985,479,913
5,"[ 25 , 29 ]","M",0,1,"A",3,108245,0,0,0,0,0,0,0,0,0
5,"[ 25 , 29 ]","M",1,1,"A",0,9975,5492,651,1368,186,264,121,2210,221,769
5,"[ 25 , 29 ]","M",0,0,"H",22,1472,0,0,0,0,0,0,0,0,0
5,"[ 25 , 29 ]","M",1,0,"H",16,358,72,77,129,101,60,0,47,81,67
5,"[ 25 , 29 ]","M",0,1,"H",28,533,0,0,0,0,0,0,0,0,0
5,"[ 25 , 29 ]","M",1,1,"H",26,184,65,46,60,30,25,4,31,34,45
6,"[ 25 , 29 ]","M",0,0,"A",1,192848,0,0,0,0,0,0,0,0,0
6,"[ 25 , 29 ]","M",1,0,"A",0,13248,6027,1034,2200,493,415,152,3022,506,930
6,"[ 25 , 29 ]","M",0,1,"A",6,108658,0,0,0,0,0,0,0,0,0
6,"[ 25 , 29 ]","M",1,1,"A",0,9948,5275,653,1424,241,247,111,2269,227,760
6,"[ 25 , 29 ]","M",0,0,"H",16,1503,0,0,0,0,0,0,0,0,0
6,"[ 25 , 29 ]","M",1,0,"H",26,378,86,96,148,98,51,4,50,75,86
6,"[ 25 , 29 ]","M",0,1,"H",25,543,0,0,0,0,0,0,0,0,0
6,"[ 25 , 29 ]","M",1,1,"H",34,175,46,41,65,42,15,2,25,47,40
7,"[ 25 , 29 ]","M",0,0,"A",2,192862,0,0,0,0,0,0,0,0,0
7,"[ 25 , 29 ]","M",1,0,"A",1,13100,6026,952,2055,464,417,122,3085,460,902
7,"[ 25 , 29 ]","M",0,1,"A",0,108808,0,0,0,0,0,0,0,0,0
7,"[ 25 , 29 ]","M",1,1,"A",0,10012,5379,646,1445,245,261,124,2239,253,733
7,"[ 25 , 29 ]","M",0,0,"H",13,1427,0,0,0,0,0,0,0,0,0
7,"[ 25 , 29 ]","M",1,0,"H",17,352,68,82,115,97,52,3,44,84,88
7,"[ 25 , 29 ]","M",0,1,"H",23,555,0,0,0,0,0,0,0,0,0
7,"[ 25 , 29 ]","M",1,1,"H",22,185,53,45,64,43,24,5,30,29,41
8,"[ 25 , 29 ]","M",0,0,"A",0,193405,0,0,0,0,0,0,0,0,0
8,"[ 25 , 29 ]","M",1,0,"A",1,13300,6049,963,2282,450,409,152,3153,483,847
8,"[ 25 , 29 ]","M",0,1,"A",0,107983,0,0,0,0,0,0,0,0,0
8,"[ 25 , 29 ]","M",1,1,"A",0,10048,5546,595,1431,219,229,120,2188,251,746
8,"[ 25 , 29 ]","M",0,0,"H",24,1468,0,0,0,0,0,0,0,0,0
8,"[ 25 , 29 ]","M",1,0,"H",11,380,81,88,123,99,63,5,64,83,93
8,"[ 25 , 29 ]","M",0,1,"H",28,553,0,0,0,0,0,0,0,0,0
8,"[ 25 , 29 ]","M",1,1,"H",24,164,47,31,59,38,28,2,23,37,46
9,"[ 25 , 29 ]","M",0,0,"A",0,193337,0,0,0,0,0,0,0,0,0
9,"[ 25 , 29 ]","M",1,0,"A",0,13234,6100,991,2210,478,424,158,3020,456,888
9,"[ 25 , 29 ]","M",0,1,"A",3,108337,0,0,0,0,0,0,0,0,0
9,"[ 25 , 29 ]","M",1,1,"A",1,9846,5404,620,1357,229,244,118,2196,208,748
9,"[ 25 , 29 ]","M",0,0,"H",26,1473,0,0,0,0,0,0,0,0,0
9,"[ 25 , 29 ]","M",1,0,"H",15,387,100,103,150,104,69,6,56,84,77
9,"[ 25 , 29 ]","M",0,1,"H",35,531,0,0,0,0,0,0,0,0,0
9,"[ 25 , 29 ]","M",1,1,"H",16,156,49,39,64,39,22,4,26,29,28
10,"[ 25 , 29 ]","M",0,0,"A",0,193499,0,0,0,0,0,0,0,0,0
10,"[ 25 , 29 ]","M",1,0,"A",0,13247,6134,1042,2149,490,442,147,3029,476,838
10,"[ 25 , 29 ]","M",0,1,"A",1,107986,0,0,0,0,0,0,0,0,0
10,"[ 25 , 29 ]","M",1,1,"A",0,10093,5524,689,1488,212,263,102,2221,220,727
10,"[ 25 , 29 ]","M",0,0,"H",25,1407,0,0,0,0,0,0,0,0,0
10,"[ 25 , 29 ]","M",1,0,"H",15,368,82,88,113,107,50,2,51,84,74
10,"[ 25 , 29 ]","M",0,1,"H",36,541,0,0,0,0,0,0,0,0,0
10,"[ 25 , 29 ]","M",1,1,"H",26,160,44,51,57,29,17,4,23,31,44
11,"[ 25 , 29 ]","M",0,0,"A",0,193296,0,0,0,0,0,0,0,0,0
11,"[ 25 , 29 ]","M",1,0,"A",0,13300,6177,1002,2173,479,407,135,3030,469,895
11,"[ 25 , 29 ]","M",0,1,"A",3,108334,0,0,0,0,0,0,0,0,0
11,"[ 25 , 29 ]","M",1,1,"A",1,9835,5318,643,1431,201,247,113,2270,233,692
11,"[ 25 , 29 ]","M",0,0,"H",20,1477,0,0,0,0,0,0,0,0,0
11,"[ 25 , 29 ]","M",1,0,"H",15,341,79,82,111,80,67,4,43,81,84
11,"[ 25 , 29 ]","M",0,1,"H",32,534,0,0,0,0,0,0,0,0,0
11,"[ 25 , 29 ]","M",1,1,"H",24,184,72,50,70,33,34,5,22,46,52
12,"[ 25 , 29 ]","M",0,0,"A",0,192865,0,0,0,0,0,0,0,0,0
12,"[ 25 , 29 ]","M",1,0,"A",0,13411,6271,983,2232,500,442,150,3015,490,920
12,"[ 25 , 29 ]","M",0,1,"A",3,108333,0,0,0,0,0,0,0,0,0
12,"[ 25 , 29 ]","M",1,1,"A",0,10081,5388,673,1447,222,265,109,2250,233,781
12,"[ 25 , 29 ]","M",0,0,"H",22,1537,0,0,0,0,0,0,0,0,0
12,"[ 25 , 29 ]","M",1,0,"H",20,378,97,98,129,107,88,11,58,88,77
12,"[ 25 , 29 ]","M",0,1,"H",18,524,0,0,0,0,0,0,0,0,0
12,"[ 25 , 29 ]","M",1,1,"H",32,172,49,53,56,37,18,1,20,32,38
13,"[ 25 , 29 ]","M",0,0,"A",1,193185,0,0,0,0,0,0,0,0,0
13,"[ 25 , 29 ]","M",1,0,"A",0,13306,6171,1054,2194,449,421,162,3036,466,905
13,"[ 25 , 29 ]","M",0,1,"A",1,108203,0,0,0,0,0,0,0,0,0
13,"[ 25 , 29 ]","M",1,1,"A",0,10007,5424,686,1455,199,253,131,2235,217,719
